category,name,link
Dish,Empanada,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=948
Dish,Enchilada,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=876
Dish,Falafel,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=852
Dish,Fish Burger,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=953
Dish,Frankfurter Sausage,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=273
Dish,Fruit Gum,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=807
Dish,Fruit Salad,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=889
Dish,Frybread,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=853
Dish,Gefilte Fish,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=951
Dish,Hamburger,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=832
Dish,Hot Dog,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=874
Dish,Hummus,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=963
Dish,Hushpuppy,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=885
Dish,Ice Cream,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=763
Dish,Ice Cream Cone,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=907
Dish,Lasagna,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=855
Dish,Macaroni And Cheese,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=883
Dish,Marzipan,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=775
Dish,Meat Bouillon,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=786
Dish,Meatball,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=783
Dish,Meatloaf,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=862
Dish,Nachos,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=836
Dish,Natto,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=911
Dish,Nougat,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=766
Dish,Other Dish,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=954
Dish,Other Frozen Dessert,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=854
Dish,Other Pasta Dish,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=914
Dish,Other Sandwich,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=879
Dish,Other Snack Food,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=771
Dish,Pancake,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=857
Dish,Pastry,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=772
Dish,Pate,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=784
Dish,Pie,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=904
Dish,Pizza,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=769
Dish,Pot Pie,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=955
Dish,Potato Gratin,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=965
Dish,Potato Puffs,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=964
Dish,Pudding,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=859
Dish,Pupusa,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=947
Dish,Quesadilla,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=872
Dish,Ravioli,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=912
Dish,Relish,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=887
Dish,Remoulade,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=805
Dish,Rice Cake,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=917
Dish,Salad,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=837
Dish,Salad Dressing,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=776
Dish,Sausage,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=782
Dish,Scrapple,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=913
Dish,Snack Bar,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=828
Dish,Soup,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=800
Dish,Soy Cream,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=906
Dish,Stew,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=849
Dish,Succotash,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=915
Dish,Taco,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=834
Dish,Tamale,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=916
Dish,Toffee,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=767
Dish,Tortilla,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=835
Dish,Tostada,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=871
Dish,Trail Mix,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=938
Dish,Vegetarian Food,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=891
Dish,Waffle,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=860
Dish,Zwieback,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=824
Essential Oil,Achilleas,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=95
Essential Oil,Arar,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=96
Essential Oil,Buchu,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=97
Essential Oil,Cajeput,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=98
Essential Oil,Camphor,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=99
Essential Oil,Canola Oil,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=380
Essential Oil,Cascarilla,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=100
Essential Oil,Cedar,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=101
Essential Oil,Chamomile,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=102
Essential Oil,Citronella,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=103
Essential Oil,Citrus Peel Oil,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=104
Essential Oil,Clary Sage,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=124
Essential Oil,Eucalyptus,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=105
Essential Oil,Fir,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=106
Essential Oil,Geranium,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=107
Essential Oil,Grapefruit Peel Oil,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=108
Essential Oil,Grass,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=109
Essential Oil,Hops Oil,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=110
Essential Oil,Hyacinth,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=111
Essential Oil,Hyssop Oil,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=112
Essential Oil,Kenaf,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=390
Essential Oil,Kewda,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=393
Essential Oil,Lemon Grass,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=113
Essential Oil,Lemon Peel Oil,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=114
Essential Oil,Lime Peel Oil,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=115
Essential Oil,Lotus,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=391
Essential Oil,Lovage,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=116
Essential Oil,Mandarin Orange Peel Oil,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=117
Essential Oil,Mastic Gum,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=118
Essential Oil,Mentha Oil,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=119
Essential Oil,Myrrh,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=120
Essential Oil,Neroli Oil,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=121
Essential Oil,Orange Oil,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=122
Essential Oil,Orris,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=123
Essential Oil,Red Sage,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=125
Essential Oil,Sandalwood,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=127
Essential Oil,Spanish Sage,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=126
Essential Oil,Sweet Grass,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=129
Essential Oil,Valerian,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=130
Essential Oil,Wattle,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=131
Essential Oil,Yarrow,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=132
Essential Oil,Ylang-Ylang,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=133
Fish,Alaska Blackfish,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=512
Fish,Alaska Pollock,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=664
Fish,Albacore Tuna,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=679
Fish,American Butterfish,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=524
Fish,American Shad,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=643
Fish,Anchovy,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=720
Fish,Anguilliformes,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=729
Fish,Atlantic Croaker,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=543
Fish,Atlantic Halibut,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=680
Fish,Atlantic Herring,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=500
Fish,Atlantic Mackerel,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=501
Fish,Atlantic Menhaden,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=716
Fish,Atlantic Pollock,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=503
Fish,Atlantic Salmon,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=631
Fish,Atlantic Wolffish,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=504
Fish,Beluga Whale,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=509
Fish,Blue Whiting,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=721
Fish,Bluefish,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=514
Fish,Bonito,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=148
Fish,Bowhead Whale,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=516
Fish,Broad Whitefish,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=667
Fish,Burbot,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=522
Fish,Carp Bream,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=722
Fish,Catfish,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=753
Fish,Caviar,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=149
Fish,Cetacea,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=756
Fish,Channel Catfish,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=532
Fish,Charr,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=725
Fish,Chinook Salmon,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=630
Fish,Chum Salmon,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=627
Fish,Cichlidae,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=826
Fish,Cisco,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=536
Fish,Clupeinae,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=683
Fish,Codfish,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=150
Fish,Coho Salmon,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=628
Fish,Common Carp,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=531
Fish,Common Dab,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=726
Fish,Common Ling,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=580
Fish,Common Tuna,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=755
Fish,Conch,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=758
Fish,Cusk,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=544
Fish,Cuttlefish,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=545
Fish,Devilfish,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=547
Fish,Dolphin Fish,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=549
Fish,European Anchovy,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=556
Fish,Fatty Fish,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=152
Fish,Fish,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=151
Fish,Fish Oil,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=154
Fish,Flatfish,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=694
Fish,Florida Pompano,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=560
Fish,Freshwater Drum,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=550
Fish,Freshwater Eel,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=552
Fish,Gadiformes,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=732
Fish,Garfish,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=731
Fish,Greater Sturgeon,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=653
Fish,Greenland Halibut,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=563
Fish,Grouper,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=565
Fish,Haddock,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=566
Fish,Hippoglossus,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=567
Fish,King Mackerel,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=577
Fish,Lake Trout,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=734
Fish,Lean Fish,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=153
Fish,Lemon Sole,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=735
Fish,Lingcod,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=581
Fish,Lumpsucker,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=736
Fish,Milkfish,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=587
Fish,Monkfish,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=588
Fish,Northern Bluefin Tuna,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=513
Fish,Northern Pike,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=608
Fish,Norway Haddock,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=738
Fish,Norway Pout,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=739
Fish,Nuttall Cockle,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=537
Fish,Ocean Pout,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=596
Fish,Orange Roughy,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=624
Fish,Other Fish Product,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=795
Fish,Pacific Herring,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=603
Fish,Pacific Jack Mackerel,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=571
Fish,Pacific Ocean Perch,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=746
Fish,Pacific Rockfish,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=604
Fish,Pacific Sardine,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=635
Fish,Painted Comber,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=502
Fish,Perciformes,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=688
Fish,Percoidei,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=687
Fish,Pikeperch,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=743
Fish,Pink Salmon,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=626
Fish,Pleuronectidae,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=744
Fish,Pollock,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=678
Fish,Pumpkinseed Sunfish,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=655
Fish,Rainbow Smelt,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=619
Fish,Rainbow Trout,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=620
Fish,Roe,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=825
Fish,Sablefish,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=625
Fish,Salmon,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=156
Fish,Salmonidae,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=662
Fish,Scombridae,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=737
Fish,Scup,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=636
Fish,Sea Trout,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=641
Fish,Shark,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=644
Fish,Sheefish,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=645
Fish,Sheepshead,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=646
Fish,Smelt,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=682
Fish,Smoked Fish,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=155
Fish,Snapper,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=648
Fish,Sockeye Salmon,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=629
Fish,Spanish Mackerel,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=634
Fish,Spiny Dogfish,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=727
Fish,Spot Croaker,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=713
Fish,Striped Bass,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=506
Fish,Striped Mullet,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=592
Fish,Sturgeon,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=724
Fish,Swordfish,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=656
Fish,Tilefish,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=659
Fish,True Sole,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=752
Fish,Turbot,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=558
Fish,Walleye,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=663
Fish,White Sucker,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=654
Fish,Whitefish,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=668
Fish,Whiting,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=669
Fish,Yellowfin Tuna,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=676
Fish,Yellowtail Amberjack,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=677
Flower,Artichoke,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=157
Flower,Champaca,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=158
Flower,Dandelion,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=449
Flower,Garland Chrysanthemum,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=535
Flower,Jasmine,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=159
Flower,Lavendar,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=160
Flower,Rose,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=161
Flower,Sesbania Flower,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=642
Flower,Sunflower,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=426
Fruit Citrus,Bergamot,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=236
Fruit Citrus,Citrus Fruits,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=237
Fruit Citrus,Grapefruit,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=238
Fruit Citrus,Kumquat,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=239
Fruit Citrus,Lemon,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=240
Fruit Citrus,Lime,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=241
Fruit Citrus,Mandarin Orange,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=242
Fruit Citrus,Pummelo,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=418
Fruit Citrus,Satsuma Orange,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=243
Fruit Citrus,Tangerine,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=244
Fruit,Apple,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=162
Fruit,Apple Sauce,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=163
Fruit,Apricot,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=164
Fruit,Avocado,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=165
Fruit,Babaco,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=166
Fruit,Banana,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=167
Fruit,Bartlett Pear,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=203
Fruit,Beli,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=168
Fruit,Bergamot,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=236
Fruit,Bitter Orange,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=195
Fruit,Black Currant,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=174
Fruit,Breadfruit,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=517
Fruit,Buffalo Currant,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=463
Fruit,Butternut Squash,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=526
Fruit,Byrsonima Crassifolia,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=169
Fruit,Capsicum,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=362
Fruit,Cashew Apple,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=170
Fruit,Cherimoya,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=171
Fruit,Cherry Pepper,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=363
Fruit,Chinese Quince,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=211
Fruit,Citrus Fruits,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=237
Fruit,Coconut,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=172
Fruit,Common Persimmon,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=606
Fruit,CupuaU,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=896
Fruit,Currant,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=173
Fruit,Dates,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=177
Fruit,Durian,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=178
Fruit,Elderberry,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=179
Fruit,Feijoa,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=180
Fruit,Fig,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=181
Fruit,Garcinia Indica,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=400
Fruit,Grape,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=182
Fruit,Grapefruit,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=238
Fruit,Guava,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=183
Fruit,Hogplum,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=184
Fruit,Horned Melon,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=884
Fruit,Jackfruit,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=185
Fruit,Japanese Persimmon,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=421
Fruit,Japanese Pumpkin,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=972
Fruit,Jujube,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=574
Fruit,Kiwifruit,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=186
Fruit,Kumquat,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=239
Fruit,Lemon,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=240
Fruit,Lime,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=241
Fruit,Litchi,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=187
Fruit,Loquat,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=188
Fruit,Malabar Plum,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=621
Fruit,Malay Apple,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=189
Fruit,Mammee Apple,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=584
Fruit,Mandarin Orange,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=242
Fruit,Mango,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=190
Fruit,Medlar,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=433
Fruit,Melon,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=191
Fruit,Mountain Papaya,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=197
Fruit,Muscadine Grape,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=459
Fruit,Musk Melon,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=192
Fruit,Nance,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=909
Fruit,Naranjilla,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=193
Fruit,Natal Plum,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=529
Fruit,Orange,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=194
Fruit,Papaya,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=196
Fruit,Passionfruit,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=198
Fruit,Pawpaw,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=200
Fruit,Peach,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=201
Fruit,Pear,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=202
Fruit,Pepino,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=205
Fruit,Persimmon,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=742
Fruit,Pineapple,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=206
Fruit,Plum,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=207
Fruit,Plumcot,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=208
Fruit,Pomegranate,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=394
Fruit,Prickly Pear,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=204
Fruit,Pummelo,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=418
Fruit,Pumpkin,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=209
Fruit,Purple Mangosteen,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=585
Fruit,Quince,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=210
Fruit,Raisin,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=212
Fruit,Rambutan,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=469
Fruit,Red Currant,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=175
Fruit,Rose Hip,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=622
Fruit,Roseapple,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=213
Fruit,Sapodilla,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=214
Fruit,Satsuma Orange,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=243
Fruit,Skunk Currant,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=481
Fruit,Soursop,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=215
